attribute_name,attribute_label,attribute_type,value_type,allowed_values,module,schema_category,parents,required_context,source_of_distribution,constraint_type,is_core,description
tool_autocad,Tool: AutoCAD,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with AutoCAD.
tool_solidworks,Tool: SolidWorks,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with SolidWorks.
tool_revit,Tool: Revit,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with Revit.
tool_unity,Tool: Unity,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with Unity.
tool_unreal_engine,Tool: Unreal Engine,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with Unreal Engine.
tool_linux_cli,Tool: Linux CLI,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with Linux CLI.
tool_wordpress,Tool: WordPress,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with WordPress.
tool_webflow,Tool: Webflow,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with Webflow.
tool_shopify,Tool: Shopify,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with Shopify.
tool_stripe,Tool: Stripe,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with Stripe.
tool_quickbooks,Tool: QuickBooks,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with QuickBooks.
tool_xero,Tool: Xero,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with Xero.
tool_zoom,Tool: Zoom,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with Zoom.
tool_trello,Tool: Trello,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with Trello.
tool_asana,Tool: Asana,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with Asana.
tool_airtable,Tool: Airtable,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with Airtable.
tool_chatgpt,Tool: ChatGPT,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with ChatGPT.
tool_claude,Tool: Claude,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with Claude.
tool_github_copilot,Tool: GitHub Copilot,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with GitHub Copilot.
tool_midjourney,Tool: Midjourney,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with Midjourney.
tool_zapier,Tool: Zapier,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with Zapier.
tool_postman,Tool: Postman,categorical,categorical,"[""Power user"", ""Regular"", ""Occasional"", ""Tried it"", ""Never used""]",technology_digital,Skills: Tools,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Experience with Postman.
topic_politics,Interest: Politics,categorical,categorical,"[""Passionate"", ""Interested"", ""Neutral"", ""Indifferent"", ""Averse""]",product_category_interests,Interests: Topics,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Level of interest in politics.
topic_sports,Interest: Sports,categorical,categorical,"[""Passionate"", ""Interested"", ""Neutral"", ""Indifferent"", ""Averse""]",product_category_interests,Interests: Topics,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Level of interest in sports.
topic_fitness,Interest: Fitness,categorical,categorical,"[""Passionate"", ""Interested"", ""Neutral"", ""Indifferent"", ""Averse""]",health,Health: Fitness,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,Level of interest in fitness.
topic_travel,Interest: Travel,categorical,categorical,"[""Passionate"", ""Interested"", ""Neutral"", ""Indifferent"", ""Averse""]",travel_mobility,Interests: Topics,"[""income_bucket"", ""urbanicity"", ""country"", ""age_bucket""]",macro_profile + survey/behavioral evidence,ACS commute/travel survey/inferred behavior,module_conditional,false,Level of interest in travel.
topic_cooking,Interest: Cooking,categorical,categorical,"[""Passionate"", ""Interested"", ""Neutral"", ""Indifferent"", ""Averse""]",product_category_interests,Interests: Topics,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Level of interest in cooking.
topic_gaming,Interest: Gaming,categorical,categorical,"[""Passionate"", ""Interested"", ""Neutral"", ""Indifferent"", ""Averse""]",media_culture,Interests: Topics,"[""age_bucket"", ""language"", ""education_level"", ""country""]",macro_profile + survey/behavioral evidence,survey/platform behavior/inferred,module_conditional,false,Level of interest in gaming.
topic_fashion,Interest: Fashion,categorical,categorical,"[""Passionate"", ""Interested"", ""Neutral"", ""Indifferent"", ""Averse""]",product_category_interests,Interests: Topics,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Level of interest in fashion.
topic_technology,Interest: Technology,categorical,categorical,"[""Passionate"", ""Interested"", ""Neutral"", ""Indifferent"", ""Averse""]",product_category_interests,Interests: Topics,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Level of interest in technology.
topic_science,Interest: Science,categorical,categorical,"[""Passionate"", ""Interested"", ""Neutral"", ""Indifferent"", ""Averse""]",product_category_interests,Interests: Topics,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Level of interest in science.
topic_space,Interest: Space,categorical,categorical,"[""Passionate"", ""Interested"", ""Neutral"", ""Indifferent"", ""Averse""]",product_category_interests,Interests: Topics,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Level of interest in space.
topic_personal_finance,Interest: Personal finance,categorical,categorical,"[""Passionate"", ""Interested"", ""Neutral"", ""Indifferent"", ""Averse""]",income_finance,Interests: Topics,"[""country"", ""occupation_family"", ""education_level"", ""age_bucket"", ""household_type""]",macro_profile,census/ACS/CPS/consumer finance survey,local_conditional_macro,false,Level of interest in personal finance.
topic_investing,Interest: Investing,categorical,categorical,"[""Passionate"", ""Interested"", ""Neutral"", ""Indifferent"", ""Averse""]",product_category_interests,Interests: Topics,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Level of interest in investing.
